build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace
,,1,170,Astene,4,9800,4460000,RBU61379,Residence,https://immovlan.be/en/detail/residence/for-sale/9800/astene/rbu61379,,0,0
,,0,,Rijkevorsel,,2310,5540006040000,RBR99193,Residence,https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbr99193,,0,0
,,0,174,Koksijde,3,8670,6538000,RBU61521,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61521,,0,1
,3,1,158,Rijkevorsel,3,2310,,RBR82837,Residence,https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbr82837,New,0,1
,,0,90,Knokke-Heist,2,8300,5767000,RBU57474,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8300/knokke-heist/rbu57474,,0,1
,,0,,Oordegem,,9340,4750000,RBT42714,Residence,https://immovlan.be/en/detail/residence/for-sale/9340/oordegem/rbt42714,,0,0
,,1,154,Koksijde,3,8670,7502000,RBU15834,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15834,,0,1
,,0,,Welkenraedt,,4840,1666000,VBA32879,Office,https://immovlan.be/en/detail/office-space/for-sale/4840/welkenraedt/vba32879,New,0,0
,,0,,,,,1292550,VBA32890,Office,https://immovlan.be/en/detail/office-space/for-sale/4840/welkenraedt/vba32890,New,0,0
,,1,120,Otegem,3,8553,3300000,RBU55878,Residence,https://immovlan.be/en/detail/residence/for-sale/8553/otegem/rbu55878,,0,1
,3,1,165,Crisnée,3,4367,4465000,VBC87336,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4367/crisnee/vbc87336,New,0,1
,,1,158,Mortsel,3,2640,4950000,RBT17807,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17807,New,0,1
,,1,158,Mortsel,3,2640,4890000,RBT17797,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17797,New,0,1
,,1,159,Mortsel,3,2640,4890000,RBT17798,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17798,New,0,1
,,1,158,Mortsel,3,2640,4890000,RBT17802,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17802,New,0,1
,,1,158,Mortsel,3,2640,4890000,RBT17803,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17803,New,0,1
,,1,130,Mortsel,3,2640,4280000,RBT17804,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17804,New,0,1
,,1,131,Mortsel,3,2640,4280000,RBT17806,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17806,New,0,1
,,0,147,Mortsel,3,2640,4280000,RBT17809,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17809,New,0,1
,,0,148,Mortsel,3,2640,4280000,RBT17811,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17811,New,0,1
,,0,155,Mortsel,3,2640,4280000,RBT17812,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17812,New,0,1
,,1,132,Mortsel,3,2640,4180000,RBT17808,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17808,New,0,1
,,1,125,Mortsel,3,2640,3980000,RBT17800,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17800,New,0,1
,,1,125,Mortsel,3,2640,3980000,RBT17801,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17801,New,0,1
,,0,158,Mortsel,3,2640,3900000,RBT18002,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt18002,New,0,1
,3,1,170,Crisnée,3,4367,4405000,VBC87342,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4367/crisnee/vbc87342,New,0,1
,3,1,111,Crisnée,2,4367,3070500,VBC87338,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4367/crisnee/vbc87338,New,0,1
,,1,120,Otegem,3,8553,3300000,RBU55879,Residence,https://immovlan.be/en/detail/residence/for-sale/8553/otegem/rbu55879,,0,1
,,1,120,Otegem,3,8553,3300000,RBU55881,Residence,https://immovlan.be/en/detail/residence/for-sale/8553/otegem/rbu55881,,0,1
,,1,120,Otegem,3,8553,3200000,RBU55877,Residence,https://immovlan.be/en/detail/residence/for-sale/8553/otegem/rbu55877,,0,1
,,1,120,Otegem,3,8553,3200000,RBU55880,Residence,https://immovlan.be/en/detail/residence/for-sale/8553/otegem/rbu55880,,0,1
,,1,120,Otegem,3,8553,3150000,RBU55882,Residence,https://immovlan.be/en/detail/residence/for-sale/8553/otegem/rbu55882,,0,1
,,0,98,,3,,3079000,VBA32881,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32881,New,0,1
,,0,97,Welkenraedt,3,4840,3037250,VBA32885,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32885,New,0,1
,,0,103,,3,,3350000,VBA32886,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32886,New,0,1
,,0,141,,3,,4740000,VBA32895,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32895,New,0,1
,,0,162,,3,,5588000,VBA32889,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32889,New,0,1
,,0,166,,3,,5028000,VBA32888,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32888,New,0,1
,,0,84,,2,,2309000,VBA32880,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32880,New,0,1
,,0,109,,2,,3318500,VBA32882,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32882,New,0,1
,,0,90,,2,,2632000,VBA32884,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32884,New,0,1
,,0,119,,2,,3690000,VBA32887,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32887,New,0,1
,,0,99,,2,,3172000,VBA32891,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32891,Excellent,0,1
,,0,93,,2,,2752000,VBA32892,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32892,Excellent,0,1
,,0,99,,2,,3180000,VBA32893,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32893,New,0,1
,,0,93,,2,,2920000,VBA32894,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32894,Excellent,0,1
,,0,118,,2,,3357000,VBA32883,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32883,New,0,1
,,1,150,Koksijde,3,8670,7399000,RBU15835,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15835,,0,1
,,1,103,Koksijde,2,8670,5360000,RBU15832,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15832,,0,1
,,1,119,Koksijde,2,8670,5258000,RBU15826,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15826,,0,1
,,1,101,Koksijde,2,8670,5246000,RBU15833,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15833,,0,1
,,1,103,Koksijde,2,8670,5160000,RBU15830,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15830,,0,1
,,1,101,Koksijde,2,8670,5051000,RBU15831,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15831,,0,1
,,0,103,Koksijde,2,8670,5043400,RBU15828,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15828,,0,1
,,1,78,Koksijde,1,8670,3846000,RBU15827,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15827,,0,1
,,0,,Oordegem,,9340,4550000,RBU49839,Residence,https://immovlan.be/en/detail/residence/for-sale/9340/oordegem/rbu49839,,0,0
,,0,,Oordegem,,9340,4350000,RBT42713,Residence,https://immovlan.be/en/detail/residence/for-sale/9340/oordegem/rbt42713,,0,0
,,0,,Oordegem,,9340,,RBU49836,Residence,https://immovlan.be/en/detail/residence/for-sale/9340/oordegem/rbu49836,,0,0
,,0,,Oordegem,,9340,,RBU49837,Residence,https://immovlan.be/en/detail/residence/for-sale/9340/oordegem/rbu49837,,0,0
,,0,90,Knokke-Heist,2,8300,5767000,RBU57475,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8300/knokke-heist/rbu57475,,0,1
,,0,71,Knokke-Heist,1,8300,4857000,RBU57476,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8300/knokke-heist/rbu57476,,0,1
,,0,67,Knokke-Heist,1,8300,4370000,RBU57473,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8300/knokke-heist/rbu57473,,0,1
,2,1,154,Rijkevorsel,3,2310,,RBR82838,Residence,https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbr82838,,0,1
,2,1,154,Rijkevorsel,3,2310,,RBR82839,Residence,https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbr82839,New,0,1
,3,1,156,Rijkevorsel,3,2310,,RBR82840,Residence,https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbr82840,New,0,1
,3,1,210,Rijkevorsel,3,2310,,RBR82834,Cottage,https://immovlan.be/en/detail/cottage/for-sale/2310/rijkevorsel/rbr82834,New,0,1
,2,1,218,Rijkevorsel,3,2310,,RBR82835,Cottage,https://immovlan.be/en/detail/cottage/for-sale/2310/rijkevorsel/rbr82835,New,0,1
,3,1,195,Rijkevorsel,3,2310,,RBR82836,Cottage,https://immovlan.be/en/detail/cottage/for-sale/2310/rijkevorsel/rbr82836,New,0,1
,,0,115,Koksijde,2,8670,4946000,RBU61522,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61522,,0,1
,,0,115,Koksijde,2,8670,4889000,RBU61520,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61520,,0,1
,,0,115,Koksijde,2,8670,4780000,RBU61519,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61519,,0,1
,,0,101,Koksijde,2,8670,4145000,RBU61518,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61518,,0,1
,,0,75,Koksijde,1,8670,3354000,RBU61524,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61524,,0,1
,,0,79,Koksijde,1,8670,3154000,RBU61523,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu61523,,0,1
,,0,,Rijkevorsel,,2310,4200005040000,RBR99195,Residence,https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbr99195,,0,0
,,0,,Rijkevorsel,,2310,2900003740000,RBR99194,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2310/rijkevorsel/rbr99194,,0,0
,,1,217,Astene,4,9800,4450000,RBU61380,Residence,https://immovlan.be/en/detail/residence/for-sale/9800/astene/rbu61380,,0,0
,,1,170,Astene,4,9800,4370000,RBU61381,Residence,https://immovlan.be/en/detail/residence/for-sale/9800/astene/rbu61381,,0,0
,,1,170,Astene,4,9800,4350000,RBU61378,Residence,https://immovlan.be/en/detail/residence/for-sale/9800/astene/rbu61378,,0,0
,,0,146,,3,,,VBC69811,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69811,,0,1
,,0,146,,3,,,VBC69812,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69812,,0,1
,,0,194,,3,,,VBC69817,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69817,,0,1
,,0,118,,2,,,VBC69808,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69808,,0,1
,,0,116,,2,,,VBC69810,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69810,,0,1
,,0,116,,2,,,VBC69814,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69814,,0,1
,,0,116,,2,,,VBC69815,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69815,,0,1
,,0,118,,2,,,VBC69816,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69816,,0,1
,,0,118,,2,,,VBC69813,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbc69813,,0,1
,,1,156,Aarsele,3,8700,3760000,RBU38592,Residence,https://immovlan.be/en/detail/residence/for-sale/8700/aarsele/rbu38592,,0,0
,,1,143,Aarsele,3,8700,3630000,RBU38593,Residence,https://immovlan.be/en/detail/residence/for-sale/8700/aarsele/rbu38593,,0,0
,,1,138,Aarsele,3,8700,3530000,RBU38595,Residence,https://immovlan.be/en/detail/residence/for-sale/8700/aarsele/rbu38595,,0,0
,3,1,154,,3,,,VBA96186,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96186,,0,0
,3,1,172,,3,,,VBA96187,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96187,,0,0
,2,1,179,,3,,,VBA96188,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96188,,0,0
,3,1,172,,3,,,VBA96189,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96189,,0,0
,3,1,166,,3,,,VBA96190,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96190,,0,0
,3,1,166,,3,,,VBA96191,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96191,,0,0
,3,1,168,,3,,,VBA96192,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96192,,0,0
,3,1,168,,3,,,VBA96193,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96193,,0,0
,3,1,168,,3,,,VBA96194,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96194,,0,0
,3,1,168,,3,,,VBA96195,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96195,,0,0
,3,1,168,,3,,,VBA96196,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96196,,0,0
,2,1,179,,3,,,VBA96197,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96197,,0,0
,3,1,168,,3,,,VBA96198,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96198,,0,0
,,0,161,Merelbeke,3,9820,6374000,RBU09071,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9820/merelbeke/rbu09071,,0,1
,,0,145,Merelbeke,3,9820,6076000,RBU09070,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9820/merelbeke/rbu09070,,0,1
,,0,99,Merelbeke,2,9820,4322000,RBU09068,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9820/merelbeke/rbu09068,,0,1
,,0,90,Merelbeke,1,9820,3917000,RBU09073,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9820/merelbeke/rbu09073,,0,1
,4,1,158,Antwerp,5,2000,6950000,RBT35331,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt35331,Excellent,0,1
,4,1,164,Wetteren,3,9230,4950000,RBU57094,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu57094,New,0,1
,,1,158,Mortsel,3,2640,4950000,RBT17790,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17790,New,0,1
,4,0,145,Antwerp,3,2018,5440000,RBT37256,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt37256,Excellent,0,1
,2,1,176,Ekeren,3,2180,4850000,RBT37267,Residence,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbt37267,New,0,0
,3,1,178,Sint-Eloois-Vijve,3,8793,3562000,RBU60201,Residence,https://immovlan.be/en/detail/residence/for-sale/8793/sint-eloois-vijve/rbu60201,New,0,1
,2,1,103,Ekeren,2,2180,3690000,RBT37269,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbt37269,New,0,1
,2,0,93,Zulte,2,9870,3450000,RBT96802,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9870/zulte/rbt96802,New,0,1
,2,1,132,Zwijnaarde,3,9052,5564530,RBU59626,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9052/zwijnaarde/rbu59626,New,0,1
,,1,163,,1,,2600000,VBD48515,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5060/sambreville/vbd48515,New,0,0
,,0,,Geel,0,2440,2697500,RBI53427,Commercial,https://immovlan.be/en/detail/commercial-building/for-sale/2440/geel/rbi53427,New,0,0
,4,0,,Ans,3,4430,4620000,VWD11969,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4430/ans/vwd11969,,0,1
,,1,107,Mol,2,2400,3250000,RBU51752,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2400/mol/rbu51752,,0,1
,3,1,121,Wetteren,3,9230,4270000,RBU60036,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu60036,New,0,1
,2,1,126,Wetteren,3,9230,4195000,RBU60038,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu60038,New,0,1
,2,1,126,Wetteren,3,9230,4070000,RBU60037,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu60037,New,0,1
,2,1,126,Wetteren,3,9230,4045000,RBU60035,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu60035,New,0,1
,,0,133,Mol,3,2400,3495000,RBU51754,Duplex,https://immovlan.be/en/detail/duplex/for-sale/2400/mol/rbu51754,,0,1
,4,0,,Ans,3,4430,3820000,VWD06901,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4430/ans/vwd06901,,0,1
,,0,,Ans,3,4430,3620003920000,VWD11960,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4430/ans/vwd11960,,0,1
,3,0,,Ans,2,4430,3080000,VWD11968,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vwd11968,,0,1
,3,0,,Ans,2,4430,2860003160000,VWD11967,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vwd11967,,0,1
,3,0,,Ans,2,4430,2780002980000,VWD11966,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vwd11966,,0,1
,,0,,Ans,2,4430,2700002940000,VWD11958,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vwd11958,,0,1
,,0,,Ans,2,4430,2690000,VWD11965,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/4430/ans/vwd11965,,0,1
,,0,,Ans,2,4430,2650000,VWD11964,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/4430/ans/vwd11964,,0,1
,,0,,Ans,2,4430,2620002820000,VWD06895,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vwd06895,,0,1
,,0,,Ans,1,4430,2070002170000,VWD11959,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vwd11959,,0,1
,,0,140,Geel,3,2440,4307000,RBI53426,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbi53426,New,0,1
,,0,125,Geel,3,2440,4006000,RBI53429,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbi53429,New,0,1
,,0,92,Geel,2,2440,2938000,RBI53428,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbi53428,New,0,1
,,1,85,,1,,2300000,VBD48504,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5060/sambreville/vbd48504,New,0,0
,,1,144,,1,,2300000,VBD48505,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5060/sambreville/vbd48505,New,0,0
,,1,116,,3,,4200000,VBD43258,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43258,New,0,0
,,1,116,,3,,4100000,VBD43257,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43257,New,0,1
,,0,116,,3,,4050000,VBD43256,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43256,New,0,0
,,1,117,,3,,3900000,VBD43254,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43254,New,0,0
,,1,116,,3,,3900000,VBD43255,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43255,New,0,0
,,1,116,,3,,3700000,VBD43253,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43253,New,0,0
,,1,117,,3,,3600000,VBD43252,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43252,New,0,1
,,1,116,,3,,3450000,VBD43250,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43250,New,0,0
,,0,100,,2,,3500000,VBD43251,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43251,New,0,0
,,0,91,,2,,3300000,VBD43249,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43249,New,0,0
,,1,94,,2,,3200000,VBD43247,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43247,New,0,0
,,0,100,,2,,3100000,VBD43244,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43244,New,0,0
,,1,93,,2,,3100000,VBD43246,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43246,New,0,0
,,1,88,,2,,3000000,VBD43234,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43234,New,0,0
,,0,110,,2,,3000000,VBD43235,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43235,New,0,0
,,1,92,,2,,3100000,VBD43245,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43245,New,0,0
,,1,100,,2,,3000000,VBD43236,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43236,New,0,0
,,1,83,,2,,3000000,VBD43237,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43237,New,0,0
,,0,92,,2,,3000000,VBD43238,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43238,New,0,0
,,1,93,,2,,3000000,VBD43240,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43240,New,0,0
,,1,93,,2,,3000000,VBD43241,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43241,New,0,1
,,0,96,,2,,2990000,VBD43233,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43233,New,0,0
,,0,86,,2,,2950000,VBD43231,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43231,New,0,0
,,1,91,,2,,2950000,VBD43232,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43232,New,0,0
,,1,96,,2,,2900000,VBD43226,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43226,New,0,0
,,0,110,,2,,2900000,VBD43227,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43227,New,0,0
,,1,86,,2,,2900000,VBD43228,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43228,New,0,1
,,0,110,,2,,2900000,VBD43229,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43229,New,0,0
,,0,92,,2,,2900000,VBD43230,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43230,New,0,0
,,1,96,,2,,2850000,VBD43224,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43224,New,0,1
,,1,91,,2,,2850000,VBD43225,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43225,New,0,1
,,1,94,,2,,2800000,VBD43221,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43221,New,0,0
,,0,89,,2,,2800000,VBD43222,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43222,New,0,0
,,0,81,,2,,2800000,VBD43223,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43223,New,0,0
,,1,88,,2,,2750000,VBD43219,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43219,New,0,0
,,1,89,,2,,2750000,VBD43220,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43220,New,0,1
,,1,88,,2,,2740000,VBD43218,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43218,New,0,1
,,0,94,,2,,2700000,VBD43214,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43214,New,0,0
,,1,88,,2,,2700000,VBD43215,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43215,New,0,0
,,1,87,,2,,2700000,VBD43216,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43216,New,0,0
,,1,81,,2,,2700000,VBD43217,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43217,New,0,0
,,0,88,,2,,2650000,VBD43211,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43211,New,0,0
,,0,88,,2,,2650000,VBD43212,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43212,New,0,0
,,1,87,,2,,2650000,VBD43213,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43213,New,0,0
,,1,88,,2,,2600000,VBD43206,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43206,New,0,0
,,1,87,,2,,2600000,VBD43207,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43207,New,0,0
,,1,88,,2,,2600000,VBD43208,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43208,New,0,0
,,0,83,,2,,2600000,VBD43209,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43209,New,0,0
,,0,81,,2,,2600000,VBD43210,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43210,New,0,0
,,1,84,,2,,2600000,VBD43716,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43716,New,0,0
,,1,88,,2,,2550000,VBD48513,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48513,New,0,0
,,0,87,,2,,2550000,VBD48514,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48514,New,0,0
,,1,84,,2,,2500000,VBD48509,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48509,New,0,0
,,1,88,,2,,2500000,VBD48510,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48510,New,0,1
,,1,88,,2,,2500000,VBD48511,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48511,New,0,0
,,1,83,,2,,2500000,VBD48512,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48512,New,0,0
,,1,87,,2,,2450000,VBD48508,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd48508,New,0,1
